recordid;departmentname;regioncode;departmentcode;oktmodepartment;end_date;autokey
2593584275194385425;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО ХАСЫНСКОМУ РАЙОНУ;49;490-004;44701000;;MVDR23_DEPARTMENTS_2593584275194385425
2593581834512111366;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ШИЛКИНСКОМУ РАЙОНУ;75;750-036;76701000;;MVDR23_DEPARTMENTS_2593581834512111366
2593583986735322867;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ВЫСЕЛКОВСКОМУ РАЙОНУ;23;230-031;03612413;;MVDR23_DEPARTMENTS_2593583986735322867
2593588453518087206;"МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ ""ЧОЙСКИЙ"" МО МВД РОССИИ ""ТУРОЧАКСКИЙ""";04;040-003;84645460;;MVDR23_DEPARTMENTS_2593588453518087206
2593584261789389829;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 12 МЕЖМУНИЦИПАЛЬНОГО УПРАВЛЕНИЯ МВД РОССИИ «КРАСНОЯРСКОЕ»;24;240-027;04701000;;MVDR23_DEPARTMENTS_2593584261789389829
2593587401645365054;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;58;580-101;56701000;;MVDR23_DEPARTMENTS_2593587401645365054
2593583805843379775;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СЛЮДЯНСКОМУ РАЙОНУ;38;380-019;25634101;;MVDR23_DEPARTMENTS_2593583805843379775
2593587842407994716;УВМ УМВД РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ;62;620-449;61701000;;MVDR23_DEPARTMENTS_2593587842407994716
2593584492023125227;МИГРАЦИОННЫЙ ПУНКТ ОТД МВД РОССИИ ПО БЕЛЯЕВСКОМУ РАЙОНУ;56;560-031;53610404;;MVDR23_DEPARTMENTS_2593584492023125227
2593582360704324890;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ПО ХОЛМСКОМУ РАЙОНУ МО МВД РОССИИ ""СТАРОРУССКИЙ"" УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ";53;530-021;49647000;;MVDR23_DEPARTMENTS_2593582360704324890
2593583926781941423;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ЮРЬЯНСКИЙ""";43;430-038;33649151;;MVDR23_DEPARTMENTS_2593583926781941423
2593584326197122119;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ (ДИСЛОКАЦИЯ В С. ГАГИНО) МО МВД РОССИИ ""БОЛЬШЕБОЛДИНСКИЙ""";52;520-015;22526000;;MVDR23_DEPARTMENTS_2593584326197122119
2593584481109546208;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""АБДУЛИНСКИЙ""";56;560-013;53704000;;MVDR23_DEPARTMENTS_2593584481109546208
2593582192915387538;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЛЕНИНСКОМУ РАЙОНУ Г. УЛЬЯНОВСКА УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛАСТИ;73;730-001;73701000;;MVDR23_DEPARTMENTS_2593582192915387538
2593584365489362028;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «СЕРГАЧСКИЙ»;52;520-049;22548000;;MVDR23_DEPARTMENTS_2593584365489362028
2593584217086498778;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «КАЗАЧИНСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-054;04620000;;MVDR23_DEPARTMENTS_2593584217086498778
2593584457336231114;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АКБУЛАКСКОМУ РАЙОНУ;56;560-028;53605401;;MVDR23_DEPARTMENTS_2593584457336231114
2593582480367818115;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО МОКШАНСКОМУ РАЙОНУ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;58;580-010;56645000;;MVDR23_DEPARTMENTS_2593582480367818115
2593583859320755824;МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ №15 МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ «КОРЯКСКИЙ» (ДИСЛОКАЦИЯ С.УСТЬ-ХАЙРЮЗОВО);41;410-004;30832000;;MVDR23_DEPARTMENTS_2593583859320755824
2593582340580054282;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""СТАРОРУССКИЙ"" УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ";53;530-004;49639101;;MVDR23_DEPARTMENTS_2593582340580054282
2593582398176236858;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СПАССКОМУ РАЙОНУ УМВД РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ;62;620-025;61646000;;MVDR23_DEPARTMENTS_2593582398176236858
2593583925641090734;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""КОТЕЛЬНИЧСКИЙ""";43;430-037;33647151;;MVDR23_DEPARTMENTS_2593583925641090734
2593581576017155506;УМВД России по Костромской области;44;;;;MVDR23_DEPARTMENTS_2593581576017155506
2593584220399998941;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КЕЖЕМСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-056;04624000;;MVDR23_DEPARTMENTS_2593584220399998941
2593588630509327619;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА, РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ, БЕЖЕНЦАМИ И ВЫНУЖДЕННЫМИ ПЕРЕСЕЛЕНЦАМИ   УВМ МВД ПО РСО-АЛАНИЯ МВД РОССИИ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ;15;150-001;90701000;;MVDR23_DEPARTMENTS_2593588630509327619
2593586697815988129;УМВД России по Орловской области;57;;;;MVDR23_DEPARTMENTS_2593586697815988129
2593588465656402996;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГОРОДУ ГОРНО-АЛТАЙСКУ;04;040-001;84701000;;MVDR23_DEPARTMENTS_2593588465656402996
2593584514068387073;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «КАВАЛЕРОВСКИЙ»;25;250-028;05510000;;MVDR23_DEPARTMENTS_2593584514068387073
2593584148534794140;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РЫБНО-СЛОБОДСКОМУ РАЙОНУ;16;160-048;92650000;;MVDR23_DEPARTMENTS_2593584148534794140
2593584805102753296;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО БАРГУЗИНСКОМУ РАЙОНУ;03;030-005;81603000;;MVDR23_DEPARTMENTS_2593584805102753296
2593582308351022321;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ТОРЖОКСКИЙ""";69;690-034;28750000;;MVDR23_DEPARTMENTS_2593582308351022321
2593584241782560754;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ОМВД РОССИИ ПО ТУРУХАНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-069;04654117;;MVDR23_DEPARTMENTS_2593584241782560754
2593581714747954798;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «ЛЕСОЗАВОДСКИЙ»;25;250-034;05711000;;MVDR23_DEPARTMENTS_2593581714747954798
2593588315886196620;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ;42;420-001;32701000;;MVDR23_DEPARTMENTS_2593588315886196620
2593588438301152278;1 ОТДЕЛЕНИЕ (ПО ВОПРОСАМ МИГРАЦИИ НА ТЕРРИТОРИИ КИРОВСКОГО АО Г.ОМСКА) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДУ ОМСКУ;55;550-001;52701000;;MVDR23_DEPARTMENTS_2593588438301152278
2593584213194184662;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «ИРБЕЙСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-053;04619000;;MVDR23_DEPARTMENTS_2593584213194184662
2593587826117317962;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ;53;530-001;49701000;;MVDR23_DEPARTMENTS_2593587826117317962
2593584195326449606;МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ МО МВД РОССИИ «ШАРЫПОВСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-038;04658000;;MVDR23_DEPARTMENTS_2593584195326449606
2593583870452438650;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ №18 МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ «КОРЯКСКИЙ» (ДИСЛОКАЦИЯ П.ОССОРА);41;410-013;30824000;;MVDR23_DEPARTMENTS_2593583870452438650
2593582225656124592;ОТДЕЛЕНИЕ ПО РАБОТЕ С ГРАЖДАНАМИ РФ УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МВД ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКЕ;07;070-000;83701000001;;MVDR23_DEPARTMENTS_2593582225656124592
2593586971267831050;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ;83;830-001;11851000;;MVDR23_DEPARTMENTS_2593586971267831050
2593584342336803927;МИГРАЦИОННЫЙ ПУНКТ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «КНЯГИНИНСКИЙ»;52;520-028;22533000;;MVDR23_DEPARTMENTS_2593584342336803927
2593584158122973093;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГОРОДУ МАГАДАНУ;49;490-001;44701000;;MVDR23_DEPARTMENTS_2593584158122973093
2593584586336245071;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ № 15 (ДИСЛОКАЦИЯ С. НОВОПОКРОВКА)  МО МВД РОССИИ «ДАЛЬНЕРЕЧЕНСКИЙ»;25;250-030;05614428;;MVDR23_DEPARTMENTS_2593584586336245071
2593584483919729891;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НОВОСЕРГИЕВСКОМУ РАЙОНУ;56;560-018;53631432;;MVDR23_DEPARTMENTS_2593584483919729891
2593582396926334265;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""КАСИМОВСКИЙ"" УМВД РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ";62;620-019;61208000;;MVDR23_DEPARTMENTS_2593582396926334265
2593588219945686807;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ;26;260-000;07701000;;MVDR23_DEPARTMENTS_2593588219945686807
2593584596318688601;МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ № 16 (ДИСЛОКАЦИЯ ПГТ ОЛЬГА)  МО МВД «КАВАЛЕРОВСКИЙ»;25;250-038;05528000;;MVDR23_DEPARTMENTS_2593584596318688601
2593584073834239811;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД ПО Г. НОВОРОССИЙСКУ;23;230-080;03720000;;MVDR23_DEPARTMENTS_2593584073834239811
2593584926410413704;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 3 ""МАССАНДРОВСКИЙ"" УМВД РОССИИ ПО Г. ЯЛТЕ";91;910-010;35729000;;MVDR23_DEPARTMENTS_2593584926410413704
2593587818466907456;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО КАЛУЖСКОЙ ОБЛАСТИ;40;400-000;29701000;;MVDR23_DEPARTMENTS_2593587818466907456
2593583875301054078;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ ПЕТРОПАВЛОВСКУ- КАМЧАТСКОМУ;41;410-001;30701000;;MVDR23_DEPARTMENTS_2593583875301054078
2593584486260151525;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СОЛЬ-ИЛЕЦКОМУ ГОРОДСКОМУ ОКРУГУ;56;560-023;53725000;;MVDR23_DEPARTMENTS_2593584486260151525
2593584643773044097;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО АЛЬШЕЕВСКОМУ РАЙОНУ;02;020-029;80602451;;MVDR23_DEPARTMENTS_2593584643773044097
2593584208932771794;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ МО МВД РОССИИ «ШУШЕНСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-050;04616000;;MVDR23_DEPARTMENTS_2593584208932771794
2593584841836467764;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «МАЛГОБЕКСКИЙ» МВД РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ;06;060-006;26701000;;MVDR23_DEPARTMENTS_2593584841836467764
2593583813611230790;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТАЙШЕТСКОМУ РАЙОНУ;38;380-020;25636101;;MVDR23_DEPARTMENTS_2593583813611230790
2593582604997367283;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЧЕРЕКСКОМУ РАЙОНУ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ;07;070-009;83630151;;MVDR23_DEPARTMENTS_2593582604997367283
2593584812375676440;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ПО КИЖИНГИНСКОМУ РАЙОНУ МО МВД РОССИИ ""ХОРИНСКИЙ""";03;030-015;81627000;;MVDR23_DEPARTMENTS_2593584812375676440
2593584273021735951;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «СТРЕЖЕВСКОЙ» УМВД РОССИИ ПО ТОМСКОЙ ОБЛАСТИ;70;700-011;69710000;;MVDR23_DEPARTMENTS_2593584273021735951
2593584781547542010;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КАБАНСКОМУ РАЙОНУ;03;030-014;81624000;;MVDR23_DEPARTMENTS_2593584781547542010
2593586723157972932;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО КУРСКОЙ ОБЛАСТИ;46;460-001;38701000;;MVDR23_DEPARTMENTS_2593586723157972932
2593584912711816827;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СИМФЕРОПОЛЬСКОМУ РАЙОНУ;91;910-026;35647000;;MVDR23_DEPARTMENTS_2593584912711816827
2593586739759028185;ОВД КЫЗЫЛСКОГО Р-НА РЕСПУБЛИКИ ТЫВА;17;172-002;;;MVDR23_DEPARTMENTS_2593586739759028185
2593584639754900862;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО БЕЛЕБЕЕВСКОМУ РАЙОНУ;02;020-011;80609101;;MVDR23_DEPARTMENTS_2593584639754900862
2593584978629498557;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО СУНТАРСКОМУ РАЙОНУ;14;140-048;98648455;;MVDR23_DEPARTMENTS_2593584978629498557
2593588819462723066;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ;57;570-022;;;MVDR23_DEPARTMENTS_2593588819462723066
2593588032695178814;ОТДЕЛЕНИЕ ПО КИРОВСКОМУ РАЙОНУ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ УФЕ;02;020-004;80701000;;MVDR23_DEPARTMENTS_2593588032695178814
2593583802395661884;"МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ МО МВД РОССИИ ""КИРЕНСКИЙ""";38;380-029;25620000;;MVDR23_DEPARTMENTS_2593583802395661884
2593582073117676567;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ОКТЯБРЬСКОМУ РАЙОНУ;46;460-023;38628000;;MVDR23_DEPARTMENTS_2593582073117676567
2593584198673504201;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ ПОЛИЦИИ МО МВД РОССИИ «БОРОДИНСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-040;04647101;;MVDR23_DEPARTMENTS_2593584198673504201
2593584172979197873;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ «КУРАГИНСКИЙ» ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-029;04630000;;MVDR23_DEPARTMENTS_2593584172979197873
2593584330458534986;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ""ВОСКРЕСЕНСКИЙ""";52;520-019;22522000;;MVDR23_DEPARTMENTS_2593584330458534986
2593582610902947320;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «МАРИ-ТУРЕКСКИЙ» МВД РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ;12;120-013;88624151;;MVDR23_DEPARTMENTS_2593582610902947320
2593583801271588411;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ № 1 МО МВД РОССИИ ""ЭХИРИТ-БУЛАГАТСКИЙ""";38;380-041;25657000;;MVDR23_DEPARTMENTS_2593583801271588411
2593584600655598941;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ХАНКАЙСКОМУ МУНИЦИПАЛЬНОМУ ОКРУГУ;25;250-048;05546000;;MVDR23_DEPARTMENTS_2593584600655598941
2593585058438715145;ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В Г. АК-ДОВУРАКЕ;17;170-010;93703000;;MVDR23_DEPARTMENTS_2593585058438715145
2593582641773024789;"МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ""СУОЯРВСКОЕ""";10;100-019;86550000;;MVDR23_DEPARTMENTS_2593582641773024789
2593582291649303780;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДМИТРОВСКОМУ РАЙОНУ;57;570-008;54612101;;MVDR23_DEPARTMENTS_2593582291649303780
2593584720386201031;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ СТЕРЛИТАМАКУ;02;020-024;80745000;;MVDR23_DEPARTMENTS_2593584720386201031
2593582333818836228;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «НЕЙСКИЙ»;44;440-016;34624101;;MVDR23_DEPARTMENTS_2593582333818836228
2593581843034937105;ГУ МВД России по Новосибирской области;54;;;;MVDR23_DEPARTMENTS_2593581843034937105
2593583888588609163;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ОМУТНИНСКИЙ""";43;430-002;33603151;;MVDR23_DEPARTMENTS_2593583888588609163
2593584495915439343;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 6 МУ МВД РОССИИ ""ОРЕНБУРГСКОЕ""";56;560-047;53634422;;MVDR23_DEPARTMENTS_2593584495915439343
2593585049538402048;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО УСТЬ-МАЙСКОМУ РАЙОНУ;14;140-028;98654151;;MVDR23_DEPARTMENTS_2593585049538402048
2593583819558753867;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ЧЕРЕМХОВСКИЙ""";38;380-014;25745000;;MVDR23_DEPARTMENTS_2593583819558753867
2593584678275388833;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО МИШКИНСКОМУ РАЙОНУ;02;020-057;80643450;;MVDR23_DEPARTMENTS_2593584678275388833
2593583920213661353;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""СОВЕТСКИЙ""";43;430-026;33631151;;MVDR23_DEPARTMENTS_2593583920213661353
2593584591973389652;МИГРАЦИОННЫЙ ПУНКТ (ДИСЛОКАЦИЯ С. УГЛЕКАМЕНСК) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО Г. ПАРТИЗАНСКУ;25;250-051;05717000;;MVDR23_DEPARTMENTS_2593584591973389652
2593584230147561446;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО МОТЫГИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-060;04635000;;MVDR23_DEPARTMENTS_2593584230147561446
2593584974401640120;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО ОЛЕНЕКСКОМУ РАЙОНУ;14;140-046;98642400;;MVDR23_DEPARTMENTS_2593584974401640120
2593584708264662461;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО БИРСКОМУ РАЙОНУ;02;020-013;80613101;;MVDR23_DEPARTMENTS_2593584708264662461
2593587387871270702;УВМ МВД ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;20;200-001;96701000;;MVDR23_DEPARTMENTS_2593587387871270702
2593584238569723887;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО СЕВЕРО-ЕНИСЕЙСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;24;240-065;04649000;;MVDR23_DEPARTMENTS_2593584238569723887
2593584002707232514;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ (ХОСТИНСКИЙ РАЙОН) УВД ПО Г. СОЧИ;23;230-009;03726000;;MVDR23_DEPARTMENTS_2593584002707232514
2593582365594883358;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО КАМЕШКИРСКОМУ РАЙОНУ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;58;580-018;56631000;;MVDR23_DEPARTMENTS_2593582365594883358
2593582273194366165;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИИ ПО НОЖАЙ-ЮРТОВСКОМУ РАЙОНУ;20;200-016;96701000;;MVDR23_DEPARTMENTS_2593582273194366165
