id;name_ru;name_en;regula_code;elpost_code;epgu_code;original_regula_code
13915;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АЛЬМЕТЬЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-015;140352;;160-015
13917;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АЗНАКАЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-017;140354;;160-017
13919;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БУГУЛЬМИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-019;140356;;160-019
13920;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БУИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-020;140357;;160-020
13921;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЕЛАБУЖСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-021;140358;;160-021
13923;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЛЕНИНОГОРСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-023;140360;;160-023
13924;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НУРЛАТСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-024;140361;;160-024
13925;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЧИСТОПОЛЬСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-025;140362;;160-025
13926;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АГРЫЗСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-026;140363;;160-026
13927;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО АКСУБАЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-027;140364;;160-027
13928;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АКТАНЫШСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-028;140365;;160-028
13929;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО АЛЕКСЕЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-029;140366;;160-029
13930;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО АЛЬКЕЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-030;140367;;160-030
13931;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО АПАСТОВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-031;140368;;160-031
13932;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АРСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-032;140369;;160-032
13933;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО АТНИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-033;140370;;160-033
13934;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БАЛТАСИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-034;140371;;160-034
13935;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ВЕРХНЕУСЛОНСКИЙ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-035;140372;;160-035
13937;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ДРОЖЖАНОВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-037;140374;;160-037
13938;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ КАМСКОУСТЬИНСКОЕ МО МВД РОССИИ ВЕРХНЕУСЛОНСКИЙ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-038;140375;;160-038
13939;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО КАЙБИЦКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-039;140376;;160-039
13941;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЛАИШЕВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-041;140378;;160-041
13942;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО МАМАДЫШСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-042;140379;;160-042
13944;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО МЕНЗЕЛИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-044;140381;;160-044
13945;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО МУСЛЮМОВСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-045;140382;;160-045
13946;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО НОВОШЕШМИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-046;140383;;160-046
13948;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РЫБНОСЛОБОДСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-048;140385;;160-048
13949;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО САБИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-049;140386;;160-049
13951;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО СПАССКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-051;140388;;160-051
13952;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ТЕТЮШСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-052;140389;;160-052
13953;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ТЮЛЯЧИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-053;140390;;160-053
13954;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ЧЕРЕМШАНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-054;140391;;160-054
13955;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ЮТАЗИНСКОМУ РАЙОНУ МВД РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН;;160-055;140392;;160-055
14006;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МВД ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-001;140443;;200-001
14009;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НАДТЕРЕЧНОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-004;140446;;200-004
14010;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО УРУСМАРТАНОВСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-005;140447;;200-005
14013;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ШАЛИНСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-008;140450;;200-008
14014;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО Г АРГУНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-009;140451;;200-009
14015;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ВЕДЕНСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-010;140452;;200-010
14016;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГРОЗНЕНСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-011;140453;;200-011
14017;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НАУРСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-012;140454;;200-012
14018;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ШАТОЙСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-013;140455;;200-013
14019;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ШЕЛКОВСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-014;140456;;200-014
14020;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГУДЕРМЕССКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-015;140457;;200-015
14021;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НОЖАЙЮРТОВСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-016;140458;;200-016
14022;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АЧХОЙМАРТАНОВСКОМУ РАЙОНУ МВД РОССИИ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-017;140459;;200-017
14176;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-001;140613;;240-001
14226;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОСИИ ПО КЕЖЕМСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-056;140663;;240-056
14233;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 1 МО МВД РОССИИ КАЗАЧИНСКИЙ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-063;140670;;240-063
14238;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТУРУХАНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-068;140675;;240-068
14246;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 1 ОМВД РОССИИ ПО ЭВЕНКИЙСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-076;140683;;240-076
14247;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 2 ОМВД РОССИИ ПО ЭВЕНКИЙСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;;240-077;140684;;240-077
14269;МИГРАЦИОННЫЙ ПУНКТ 2 ДИСЛОКАЦИЯ ПГТ ЗАРУБИНО ПУНКТА ПОЛИЦИИ 23 ДИСЛОКАЦИЯ П КРАСКИНО ОМВД РОССИИ ПО ХАСАНСКОМУ РАЙОНУ;;250-023;140707;;250-023
14284;МИГРАЦИОННЫЙ ПУНКТ ДИСЛОКАЦИЯ С БАРАБАШ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ХАСАНСКОМУ РАЙОНУ;;250-040;140722;;250-040
14287;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ПОЖАРСКОМУ РАЙОНУ;;250-043;140725;;250-043
14290;МИГРАЦИОННЫЙ ПУНКТ 1 ПУНКТА ПОЛИЦИИ 23 ДИСЛОКАЦИЯ П КРАСКИНО ОМВД РОССИИ ПО ХАСАНСКОМУ РАЙОНУ;;250-047;140728;;250-047
14292;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ХАСАНСКОМУ РАЙОНУ;;250-049;140730;;250-049
14350;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-001;140789;;280-001
14351;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ БЛАГОВЕЩЕНСКИЙ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-002;140790;;280-002
14358;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ИВАНОВСКОМУ РАЙОНУ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-009;140797;;280-009
14367;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СКОВОРОДИНСКОМУ РАЙОНУ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-018;140806;;280-018
14368;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СЕРЫШЕВСКОМУ РАЙОНУ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-019;140807;;280-019
14369;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТАМБОВСКОМУ РАЙОНУ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-020;140808;;280-020
14374;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЗАВИТИНСКОМУ РАЙОНУ УМВД РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;;280-025;140813;;280-025
14404;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-000;140843;;300-000
14405;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДУ АСТРАХАНИ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-001;140844;;300-001
14411;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЕНОТАЕВСКОМУ РАЙОНУ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-007;140850;;300-007
14414;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КРАСНОЯРСКОМУ РАЙОНУ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-010;140853;;300-010
14417;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ПРИВОЛЖСКОМУ РАЙОНУ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-013;140856;;300-013
14420;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ПО ЗАТО ГОРОД ЗНАМЕНСК АСТРАХАНСКОЙ ОБЛАСТИ УМВД РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;300-016;140859;;300-016
14421;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-001;140860;;310-001
14422;ОТДЕЛЕНИЕ 1 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г БЕЛГОРОДУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-002;140861;;310-002
14423;ОТДЕЛЕНИЕ 2 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г БЕЛГОРОДУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-003;140862;;310-003
14424;ОТДЕЛЕНИЕ 3 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г БЕЛГОРОДУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-004;140863;;310-004
14425;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БЕЛГОРОДСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-005;140864;;310-005
14426;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ИВНЯНСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-006;140865;;310-006
14427;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО Г ГУБКИНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-007;140866;;310-007
14428;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АЛЕКСЕЕВСКОМУ РАЙОНУ И ГОРОДУ АЛЕКСЕЕВКЕ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-008;140867;;310-008
14429;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО КРАСНЕНСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-009;140868;;310-009
14430;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РОВЕНЬСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-010;140869;;310-010
14431;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КРАСНОГВАРДЕЙСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-011;140870;;310-011
14432;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО Г ВАЛУЙКИ И ВАЛУЙСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-012;140871;;310-012
14434;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ВОЛОКОНОВСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-014;140873;;310-014
14436;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ПРОХОРОВСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-016;140875;;310-016
14439;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РАКИТЯНСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-019;140878;;310-019
14440;ОТДЕЛЕНИЕ 1 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г СТАРОМУ ОСКОЛУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-020;140879;;310-020
14441;ОТДЕЛЕНИЕ 2 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г СТАРОМУ ОСКОЛУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-021;140880;;310-021
14442;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НОВООСКОЛЬСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-022;140881;;310-022
14443;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЧЕРНЯНСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-023;140882;;310-023
14445;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КОРОЧАНСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-025;140884;;310-025
14446;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЯКОВЛЕВСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-026;140885;;310-026
14451;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ БРАСОВСКИЙ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ НАВЛИНСКИЙ РЕАЛИЗУЮЩЕГО ЗАДАЧИ И ФУНКЦИИ ОРГАНОВ ВНУТРЕННИХ ДЕЛ НА ТЕРРИТОРИИ БРАСОВСКОГО РАЙОНА;;320-005;140890;;320-005
14548;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ВОЛОГОДСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ВОЛОГОДСКОЙ ОБЛАСТИ;;350-001;140987;;350-001
14607;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ПЕТРОПАВЛОВСКОМУ РАЙОНУВОРОНЕЖСКОЙ ОБЛАСТИ;;360-031;141046;;360-031
14702;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ СОВЕТСКИЙ;;390-017;141141;;390-017
14722;МИГРАЦОННЫЙ ПУНКТ ОМВД РОССИИ ПО ПЕРЕМЫШЛЬСКОМУ РАЙОНУ;;400-012;141161;;400-012
14745;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;;420-001;141184;;420-001
14752;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ БЕЛОВСКИЙ;;420-008;141191;;420-008
14753;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ КРАСНОБРОДСКОЕ МО МВД РОССИИ БЕЛОВСКИЙ;;420-009;141192;;420-009
14759;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО МАРИИНСКОМУ РАЙОНУ;;420-016;141198;;420-016
14778;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО БЕЛОВСКОМУ РАЙОНУ;;420-035;141217;;420-035
14810;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ МУРАШИНСКИЙ;;430-018;141249;;430-018
14835;ОТДЕЛЕНИЕ 4 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДУ КОСТРОМЕ;;440-001;141274;;440-001
14868;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ КАРГАПОЛЬСКИЙ УМВД РОССИИ ПО КУРГАНСКОЙ ОБЛАСТИ;;450-009;141307;;450-009
14870;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КЕТОВСКОМУ РАЙОНУ УМВД РОССИИ ПО КУРГАНСКОЙ ОБЛАСТИ;;450-011;141309;;450-011
14881;МИГРАЦИОННЫЙ ПУНКТ ДИСЛОКАЦИЯ СШАТРОВО МО МВД РОССИИ КАРГАПОЛЬСКИЙ;;450-023;141320;;450-023
14885;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО КУРГАНСКОЙ ОБЛАСТИ УМВД РОССИИ ПО КУРГАНСКОЙ ОБЛАСТИ;;450-027;141324;;450-027
14941;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ УМВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ;;480-001;141380;;480-001
15029;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ЛЕНИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-056;141468;;500-056
15030;МП 1 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ЛЕНИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-057;141469;;500-057
15031;МП 2 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ЛЕНИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-058;141470;;500-058
15033;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЛОТОШИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-060;141472;;500-060
15114;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МУ МВД РОССИИ СЕРПУХОВСКОЕ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-141;141553;;500-141
