id;name_ru;name_en;regula_code;elpost_code;epgu_code;original_regula_code
15115;МП 1 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ МУ МВД РОССИИ СЕРПУХОВСКОЕ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-142;141554;;500-142
15116;МП 2 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ МУ МВД РОССИИ СЕРПУХОВСКОЕ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-143;141555;;500-143
15123;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТАЛДОМСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-150;141562;;500-150
15124;МП 1 ОТДЕЛЕНИЯ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТАЛДОМСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;;500-151;141563;;500-151
15173;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ГОРОДУ АРЗАМАСУ;;520-011;141612;;520-011
15180;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО ВОСКРЕСЕНСКОМУ РАЙОНУ;;520-019;141619;;520-019
15185;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ДАЛЬНЕКОНСТАНТИНОВСКОМУ РАЙОНУ;;520-024;141624;;520-024
15198;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ЛУКОЯНОВСКОМУ РАЙОНУ;;520-037;141637;;520-037
15216;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО ШАТКОВСКОМУ РАЙОНУ;;520-055;141655;;520-055
15217;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ;;530-001;141656;;530-001
15323;УПРАВЛЕНИЕ ПО ВОПРОСАМИ МИГРАЦИИ УМВД РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ;;560-000;141762;;560-000
15434;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ ДИСЛОКАЦИЯ Г КИЗЕЛ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ГУБАХИНСКИЙ;;590-021;141873;;590-021
15439;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО КРАСНОКАМСКОМУ РАЙОНУ;;590-026;141878;;590-026
15448;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО ОХАНСКОМУ РАЙОНУ;;590-035;141887;;590-035
15450;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ПЕРМСКОМУ РАЙОНУ;;590-037;141889;;590-037
15462;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ДИСЛОКАЦИЯ Г ГРЕМЯЧИНСК МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ЧУСОВСКОЙ;;590-049;141901;;590-049
15583;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 6 САМАРСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-001;142022;;630-001
15584;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 3 СОВЕТСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-002;142023;;630-002
15585;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 9 ЖЕЛЕЗНОДОРОЖНЫЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-003;142024;;630-003
15586;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 24 ЦЕНТРАЛЬНЫЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ ТОЛЬЯТТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-004;142025;;630-004
15587;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 2 ПРОМЫШЛЕННЫЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-005;142026;;630-005
15588;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 1 КИРОВСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-006;142027;;630-006
15590;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 8 КРАСНОГЛИНСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-008;142029;;630-008
15592;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 4 ОКТЯБРЬСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-010;142031;;630-010
15593;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 5 ЛЕНИНСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-011;142032;;630-011
15606;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 58 АЛЕКСЕЕВСКИЙ РАЙОН МО МВД РОССИИ НЕФТЕГОРСКИЙ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-024;142045;;630-024
15614;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 7 КУЙБЫШЕВСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-032;142053;;630-032
15615;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 21 УМВД РОССИИ ПО ГОРОДУ ТОЛЬЯТТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-033;142054;;630-033
15622;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 23 КОМСОМОЛЬСКИЙ РАЙОН УМВД РОССИИ ПО ГОРОДУ ТОЛЬЯТТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-040;142061;;630-040
15824;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО БОЛОГОВСКОМУ РАЙОНУ;;690-008;142263;;690-008
15713;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ 27 МО МВД РОССИИ БАЙКАЛОВСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-019;142152;;660-019
15733;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ 26 МО МВД РОССИИ КРАСНОУФИМСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-039;142172;;660-039
15740;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 33 МО МВД РОССИИ НОВОЛЯЛИНСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-046;142179;;660-046
15749;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 20 МО МВД РОССИИ СЕРОВСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-055;142188;;660-055
15761;ОТДЕЛЕНИЕ ПО ОФОРМЛЕНИЮ ОСНОВНОГО ДОКУМЕНТА УДОСТОВЕРЯЮЩЕГО ЛИЧНОСТЬ ГРАЖДАНИНА РОССИЙСКОЙ ФЕДЕРАЦИИ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО Г СМОЛЕНСКУ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;;670-001;142200;;670-001
15762;ОТДЕЛЕНИЕ ПО РЕГИСТРАЦИОННОМУ УЧЕТУ ГРАЖДАН РОССИЙСКОЙ ФЕДЕРАЦИИ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГСМОЛЕНСКУ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;;670-002;142201;;670-002
15763;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО Г ДЕСНОГОРСКУ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;;670-004;142202;;670-004
15777;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ПОЧИНКОВСКИЙ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;;670-018;142216;;670-018
15789;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ УМВД РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;;670-030;142228;;670-030
15833;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ КИМРСКИЙ;;690-017;142272;;690-017
15834;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО КОНАКОВСКОМУ РАЙОНУ;;690-018;142273;;690-018
15838;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ЛИХОСЛАВЛЬСКОМУ РАЙОНУ;;690-022;142277;;690-022
15854;МП МЕСТО ДИСЛОКАЦИИ ПГТ НОВОЗАВИДОВСКИЙ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО КОНАКОВСКОМУ РАЙОНУ;;690-038;142293;;690-038
15862;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ЗАТО СЕВЕРСК УМВД РОССИИ ПО ТОМСКОЙ ОБЛАСТИ;;700-006;142301;;700-006
15924;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 5 ДИСЛОКАЦИЯ С БОЛЬШОЕ СОРОКИНО МО МВД РОССИ И ИШИМСКИЙ;;720-019;142363;;720-019
15953;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛАСТИ УМВД РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛАСТИ;;730-021;142392;;730-021
16036;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО УЛЕТОВСКОМУ РАЙОНУ УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ;;750-033;142475;;750-033
16058;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ БРЕЙТОВСКОЕ МО МВД РОССИИ НЕКОУЗСКИЙ;;760-013;142497;;760-013
16066;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ ПОШЕХОНСКИЙ МУ МВД РОССИИ РЫБИНСКОЕ;;760-021;142505;;760-021
16289;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ БИЛИБИНСКИЙ УМВД РОССИИ ПО ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ;;870-004;142728;;870-004
16356;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСВА УВМ МВД ПО РЕСПУБЛИКЕ ДАГЕСТАН;;050-001;142795;;050-001
16379;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ;;260-000;142819;;260-000
16425;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ;;570-022;142865;;570-022
16427;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ УМВД РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ;;570-022;142867;;570-022
16444;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УПАРВЛЕНИЯ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;;630-050;142884;;630-050
16445;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО САРАТОВСКОЙ ОБЛАСТИ ГУ МВД РОССИИ ПО САРАТОВСКОЙ ОБЛАСТИ;;640-000;142885;;640-000
16461;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ;;690-001;142901;;690-001
16462;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ;;690-001;142902;;690-001
16463;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ УМВД РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ;;690-001;142903;;690-001
16484;ОТДЕЛ ОФОРМЛЕНИЯ ВИЗ И МИГРАЦИОННОГО УЧЕТА УВМ ГУ МВД РОССИИ ПО Г МОСКВЕ;;770-001;142924;;770-001
16485;ОТДЕЛ ОФОРМЛЕНИЯ ПРИГЛАШЕНИЙ УВМ ГУ МВД РОССИИ ПО Г МОСКВЕ;;770-001;142925;;770-001
16493;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;142933;;780-086
16499;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ХАНТЫМАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ ЮГРЕ;;860-001;142939;;860-001
16526;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО ЦЕЛИННОМУ РАЙОНУ;;080-010;150113;;080-010
16535;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КУРЧАЛОЕВСКОМУ РАЙОНУ ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ;;200-020;150122;;200-020
16618;ОТДЕЛ ОФОРМЛЕНИЯ ЗАГРАНИЧНЫХ ПАСПОРТОВ УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;150211;;780-086
16620;ОТДЕЛ ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ БЕЖЕНЦАМИ И ВЫНУЖДЕННЫМИ ПЕРЕСЕЛЕНЦАМИ УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;150213;;780-086
16632;ОТДЕЛ РАЗРЕШИТЕЛЬНОВИЗОВОЙ РАБОТЫ УПРАВЛЕНИЯ ПО ВОПРОСАМ МИГРАЦИИ МВД ПО РЕСПУБЛИКЕ АДЫГЕЯ;;010-101;150225;;010-101
16633;ОТДЕЛ ПО РАБОТЕ С ГРАЖДАНАМИ РФ УВМ МВД ПО РЕСПУБЛИКЕ АДЫГЕЯ;;010-101;150226;;010-101
16634;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСВА УВМ МВД ПО РЕСПУБЛИКЕ ДАГЕСТАН;;050-001;150227;;050-001
16635;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ МВД ПО РЕСПУБЛИКЕ ДАГЕСТАН;;050-001;150228;;050-001
16636;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ 14 МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ СЫСОЛЬСКИЙ МВД ПО РЕСПУБЛИКЕ КОМИ;;110-010;150229;;110-010
16637;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 1 ПО ОБСЛУЖИВАНИЮ ОКТЯБРЬСКОГО РАЙОНА УМВД РОССИИ ПО ГО САРАНСК;;130-001;150230;;130-001
16644;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;;420-001;150237;;420-001
16645;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;;420-001;150238;;420-001
16646;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;;420-001;150239;;420-001
16647;ГРУППА ПО ПРЕДОСТАВЛЕНИЮ ГОСУДАРСТВЕННЫХ УСЛУГ В СФЕРЕ МИГРАЦИИ В ОПАРИНСКОМ РАЙОНЕ ОТДЕЛЕНИЯ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ МУРАШИНСКИЙ;;430-023;150240;;430-023
16648;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛАСТИ;;490-001;150241;;490-001
16649;ГРУППА ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ УМВД РОССИИ ПО МАГАДАНСК ОБЛАСТИ;;490-001;150242;;490-001
16650;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛАСТИ;;490-001;150243;;490-001
16651;ОТДЕЛЕНИЕ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УМВД РОССИИ ПО МАГАДАНСКОЙ ОБЛАСТИ;;490-001;150244;;490-001
16658;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ МО МВД РОССИИ ПИЛЬНИНСКИЙ ГУ МВД РОССИИ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ ДИСЛОКАЦИЯ С СЕЧЕНОВО;;520-046;150251;;520-046
16659;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;;580-101;150252;;580-101
16660;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;;580-101;150253;;580-101
16661;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ УМВД РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛАСТИ;;580-101;150254;;580-101
16678;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МУ МВД РОССИИ ПО НОВОУРАЛЬСКОМУ ГОРОДСКОМУ ОКРУГУ И МУНИЦИПАЛЬНОМУ ОБРАЗОВАНИЮ ПОСЛОК УРАЛЬСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-011;150271;;660-011
16679;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 24 МО МВД РОССИИ КАМЕНСКУРАЛЬСКИЙ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-031;150272;;660-031
16680;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-066;150273;;660-066
16681;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-066;150274;;660-066
16682;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;;660-066;150275;;660-066
16683;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ;;740-001;150276;;740-001
16684;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ ГУ МВД РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ;;740-001;150277;;740-001
16685;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ ГУ МВД РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ;;740-001;150278;;740-001
16687;ОТДЕЛ АДРЕСНОСПРАВОЧНОЙ РАБОТЫ УВМ УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ;;750-001;150280;;750-001
16688;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ;;750-001;150281;;750-001
16689;ОТДЕЛЕНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ;;750-001;150282;;750-001
16715;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;150415;;780-086
16716;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;150416;;780-086
16717;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;;780-086;150417;;780-086
16744;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ДИСЛОКАЦИЯ РП ИЛЬИНОГОРСК ОТДЕЛА МВД РОССИИ ПО ВОЛОДАРСКОМУ РАЙОНУ;;520-017;200294;;520-017
16755;ОТДЕЛЕНИЕ 3 ОВМ УМВД РОССИИ ПО Г СТАРОМУ ОСКОЛУ;;310-037;200305;;310-037
16756;ОТДЕЛЕНИЕ 5 ОВМ УМВД РОССИИ ПО Г БЕЛГОРОДУ;;310-039;200306;;310-039
16779;МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ ПО ЛЕШУКОНСКОМУ РАЙОНУ МУЖМУНИЦИПАЛЬНОГО ОТДЕЛЕНИЯ МВД РОССИИ МЕЗЕНСКОЕ;;290-018;200329;;290-018
16799;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 2 РЕАЛИЗУЮЩИЙ ЗАДАЧИ И ФУНКЦИИ ОРГАНОВ ВНУТРЕННИХ ДЕЛ НА ТЕРРИТОРИИ ВОЛОДАРСКОГО РНА Г БРЯНСКА УМВД РОССИИ ПО Г БРЯНСКУ;;320-002;200349;;320-002
16801;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ 3 РЕАЛИЗУЮЩИЙ ЗАДАЧИ И ФУНКЦИИ ОРГАНОВ ВНУТРЕННИХ ДЕЛ НА ТЕРРИТОРИИ ФОКИНСКОГО РНА Г БРЯНСКА УМВД РОССИИ ПО Г БРЯНСКУ;;320-004;200351;;320-004
16809;ОТДЕЛЕНИЕ O ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО МУХОРШИБИРСКОМУ РАЙОНУ;;030-018;200360;;030-018
16813;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ МВД РОССИИ ПО ТИСУЛЬСКОМУ РАЙОНУ;;420-044;200364;;420-044
16816;МИГРАЦИОННЫЙ ПУНКТ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ РОДНИКОВСКИЙ;;370-010;200367;;370-010
16832;ОТДЕЛЕНИЕ ОМВД РОССИИ ПО ВЕЙДЕЛЕВСКОМУ РАЙОНУ УМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ;;310-013;200396;;310-013
16943;ОПВМ ОМВД РФ ПО КРОНШТАДТСКОМУ РАЙОНУ СПБ;;780-045;200507;;780-045
8674;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО ТАМБОВСКОЙ ОБЛАСТИ В ИНЖАВИНСКОМ РАЙОНЕ;;680-012;127221;;680-012
8693;ТП УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В НОЛИНСКОМ РАЙОНЕ;;430-021;121280;;430-021
8694;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ОМУТНИНСКОМ РАЙОНЕ;;430-022;121281;;430-022
8699;ОТДЕЛ УФМС РОССИИ ПО Г МОСКВЕ В ЮАО ОТДНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА РВП И ВЖ;;770-133;123392;;770-133
8777;ОТДЕЛ УФМС РОССИИ ПО ГМОСКВЕ В ЗЕЛЕНОГРАДЕ ОТДНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА РВП И ВЖ;;770-138;124776;;770-138
8789;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В СЛОБОДСКОМ РАЙОНЕ;;430-030;121289;;430-030
