id;name_ru;name_en;regula_code;elpost_code;epgu_code
2262;ОВД КАРАГАЙСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-020;7513;2593580847684654497
2263;ОВД КИЗЕЛОВСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-021;7514;2593590077258994969
2264;ОВД КИШЕРТСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-022;7515;2593590078693446939
2265;ОВД Г КРАСНОКАМСКА ПЕРМСКОЙ ОБЛ;;592-023;7516;2593586645043255130
2266;ОВД КРАСНОВИШЕРСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-024;7517;2593591176779011858
2267;ОВД КУЕДИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-025;7518;2593590093004412207
2268;УВД Г КУНГУРА И КУНГУРСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-026;7519;2593591312154367942
2269;ОВД Г ЛЫСЬВЫ ПЕРМСКОЙ ОБЛ;;592-027;7520;2593590094438864177
2270;ОВД НЫТВЕНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-028;7521;2593580835647002000
2271;ОВД ОРДИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-030;7523;2593590070950761744
2272;ОВД ОСИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-031;7524;2593590075941983511
2273;ОВД ОХАНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-032;7525;2593590076596294936
2274;ОВД ОЧЕРСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-033;7526;2593591314763225033
2275;ОВД ПЕРМСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-034;7527;2593591309772003267
2276;ОВД СИВИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-035;7528;2593590082342491424
2277;УВД Г СОЛИКАМСКА ПЕРМСКОЙ ОБЛ;;592-036;7529;2593588650809759006
2278;ОВД СУКСУНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-037;7530;2593581358936757379
2279;ОВД УИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-038;7531;2593590072922084627
2280;ОВД УСОЛЬСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-039;7532;2593590073568007444
2281;ОВД Г ЧАЙКОВСКИЙ ПЕРМСКОЙ ОБЛ;;592-040;7533;2593590079356146972
2282;ОВД ЧАСТИНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-041;7534;2593590089305036074
2283;ОВД ЧЕРДЫНСКОГО РНА ПЕРМСКОЙ ОБЛ;;592-042;7535;2593590070313227535
2284;ВЕРХНЕГОРОДКОВСКИЙ ПОМ ЧУСОВСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-001;7538;2593590087165941031
2285;КЕРЧЕВСКИЙ ПОМ ЧЕРДЫНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-005;7539;2593590078005581082
2286;НЫРОБСКИЙ ПОМ ЧЕРДЫНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-006;7540;2593591161721460478
2287;КУКУШТАНСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-007;7541;2593590081646236959
2288;СЫЛВЕНСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-008;7542;2593580829909194120
2289;УСТЬКАЧКИНСКОЕ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-009;7543;2593590068744557837
2290;ЮГОКАМСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-010;7544;2593590085127509284
2291;НОВОЛЯДОВСКИЙ ТПМ СВЕРДЛОВСКОГО УВД Г ПЕРМИ;;593-012;7546;2593580822376224125
2292;ПОЛАЗНЕНСКОЕ ОМ ДОБРЯНСКОГО ГОВД ПЕРМСКОЙ ОБЛ;;593-013;7547;2593580828634125702
2293;ТЕПЛОГОРОДСКОЕ ПОМ ГОРНОЗАВОДСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-014;7548;2593590075069568278
2294;ШУМИХИНСКОЕ ТПМ ГРЕМЯЧИНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-015;7549;2593590095915259187
2295;УРАЛЬСКОЕ ПОМ НЫТВЕНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-016;7550;2593590085739877669
2296;ЧЕРМОЗСКИЙ ПОМ ИЛЬИНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-017;7551;2593590080228562205
2297;ЯЙВИНСКОЕ ПОМ АЛЕКСАНДРОВСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ;;593-018;7552;2593590097584592181
2298;УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ГОРОДА ПСКОВА;;602-001;7579;2593586911515776187
2299;ГОРОДСКОЙ ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГОРОДА ВЕЛИКИЕ ЛУКИ ПСКОВСКОЙ ОБЛАСТИ;;602-002;7580;2593586912295916732
2300;ОТДЕЛ ВНУТРЕННИХ ДЕЛ БЕЖАНИЦКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-003;7581;2593589093812148025
2301;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ВЕЛИКОЛУКСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-004;7582;2593589305540613191
2302;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГДОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-005;7583;2593588992830084795
2303;ОВД ДЕДОВИЧСКОГО РНА;;602-006;7584;2593593539405289349
2304;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ДНОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-007;7585;2593591315501422538
2305;ОТДЕЛ ВНУТРЕННИХ ДЕЛ КРАСНОГОРОДСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-008;7586;2593581582233114043
2306;ОТДЕЛ ВНУТРЕННИХ ДЕЛ КУНЬИНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-009;7587;2593594812703708713
2307;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЛОКНЯНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-010;7588;2593589457735128349
2308;ОТДЕЛ ВНУТРЕННИХ ДЕЛ НЕВЕЛЬСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-011;7589;2593589125688858466
2309;ОТДЕЛ ВНУТРЕННИХ ДЕЛ НОВОРЖЕВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-012;7590;2593588966431135384
2310;ОТДЕЛ ВНУТРЕННИХ ДЕЛ НОВОСОКОЛЬНИЧЕСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-013;7591;2593589396749948105
2311;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ОПОЧЕЦКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-014;7592;2593589080029665063
2312;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГОР ОСТРОВА И ОСТРОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-015;7593;2593581631491020287
2313;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЕЧОРСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-017;7595;2593588990565160632
2314;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЛЮССКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-018;7596;2593595484320830813
2315;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПОРХОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-019;7597;2593589352189662346
2316;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПСКОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-020;7598;2593589492195530065
2317;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПУСТОШКИНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ;;602-021;7599;2593587874167264643
2318;КОТЕЛЬНИКОВСКИЙ ГОМ УВД ЛЮБЕРЕЦКОГО РНА МОСКОВСКОЙ ОБЛ;;503-154;6815;2593589888104273826
2319;ПС 1 НОГИНСКОГО УВД МОСКОВСКОЙ ОБЛ;;503-155;6816;2593590005217629365
2320;КУРИЛОВСКИЙ ПОМ УВД ГПОДОЛЬСКА И ПОДОЛЬСКОГО РНА МОСКОВСКОЙ ОБЛ;;503-156;6817;2593591285461817253
2321;ПУШКИНСКИЙ ГОМ МОСКОВСКОЙ ОБЛ;;503-157;6818;2593591294320187312
2322;ФРЯНОВСКИЙ ГОМ ЩЕЛКОВСКОГО РНА МОСКОВСКОЙ ОБЛ;;503-162;6819;2593589887399630752
2323;ОМ ПОСЕЛКА ОЛЕНЬЯ ГУБА ОВД ЗАТО СКАЛИСТЫЙ МУРМАНСКОЙ ОБЛ;;510-025;6891;2593591341002790888
2324;УВД МУРМАНСКОЙ ОБЛ;;511-001;6892;2593586918134387907
2325;ОВД ЛЕНИНСКОГО ОКРУГА Г МУРМАНСКА;;512-001;6893;2593580787076961611
2326;ОВД ОКТЯБРЬСКОГО ОКРУГА Г МУРМАНСКА;;512-002;6894;2593580787865490764
2327;ОВД ПЕРВОМАЙСКОГО ОКРУГА Г МУРМАНСКА;;512-003;6895;2593587559032427524
2328;ОВД Г КИРОВСКА МУРМАНСКОЙ ОБЛ;;512-004;6896;2593586733828282321
2329;ОВД Г АПАТИТЫ МУРМАНСКОЙ ОБЛ;;512-005;6897;2593587578896651293
2330;ОВД КОВДОРСКОГО РНА МУРМАНСКОЙ ОБЛ;;512-006;6898;2593587581035746336
2331;ОВД Г ПОЛЯРНЫЕ ЗОРИ МУРМАНСКОЙ ОБЛ;;512-007;6899;2593587580272383007
2332;ОВД Г КАНДАЛАКШИ МУРМАНСКОЙ ОБЛ;;512-008;6900;2593595788709861020
2333;ОВД КОЛЬСКОГО РНА МУРМАНСКОЙ ОБЛ;;512-009;6901;2593587797965149480
2334;ОВД Г МОНЧЕГОРСКА МУРМАНСКОЙ ОБЛ;;512-010;6902;2593599141728752974
2335;ОВД Г ОЛЕНЕГОРСКА МУРМАНСКОЙ ОБЛ;;512-011;6903;2593599144077563217
2336;ОВД ПЕЧЕНГСКОГО РНА МУРМАНСКОЙ ОБЛ;;512-012;6904;2593581366822048911
2337;ОВД ЛОВОЗЕРСКОГО РНА МУРМАНСКОЙ ОБЛ;;512-014;6905;2593594201820108545
2338;ОВД ТЕРСКОГО РНА МУРМАНСКОЙ ОБЛ;;512-015;6906;2593587383433697064
2339;ОВД Г ЗАОЗЕРСКА МУРМАНСКОЙ ОБЛ;;512-016;6907;2593587863169799541
2340;ОВД АДМИНИСТРАЦИИ ЗАТО ОСТРОВНОЙ МУРМАНСКОЙ ОБЛ;;512-017;6908;2593587425519343453
2341;ОВД Г ГАДЖИЕВО АДМИНИСТРАЦИИ ЗАТО СКАЛИСТЫЙ МУРМАНСКОЙ ОБЛ;;512-018;6909;2593587805103854897
2342;ОВД Г СЕВЕРОМОРСКА МУРМАНСКОЙ ОБЛ;;512-019;6910;2593587805850441010
2343;СНЕЖНОГОРСКИЙ ГОВД МУРМАНСКОЙ ОБЛ;;512-021;6912;2593594224033142559
2344;ОМ ПОСЕЛКА ОЛЕНЬЯ ГУБА ОВД ЗАТО СКАЛИСТЫЙ МУРМАНСКОЙ ОБЛ;;513-003;6913;2593589443591935242
2345;УФМС РОССИИ ПО НИЖЕГОРОДСКОЙ ОБЛ;;520-064;6975;2593586934014022871
2346;ГУВД НИЖЕГОРОДСКОЙ ОБЛ;;521-001;6976;2593587650317259891
2347;УВД АВТОЗАВОДСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-001;6977;2593593629851260927
2348;УВД КАНАВИНСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-002;6978;2593589579948758478
2349;УВД ЛЕНИНСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-003;6979;2593589594410718689
2350;ОВД МОСКОВСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-004;6980;2593589591441151453
2351;УВД НИЖЕГОРОДСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-005;6981;2593589572751332804
2352;ОВД ПРИОКСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-006;6982;2593591449568154737
2353;УВД СОВЕТСКОГО РНА ГОРОДА НИЖНЕГО НОВГОРОДА;;522-007;6983;2593595325641921687
2354;ОМ 1 УВД ГОРОДА ДЗЕРЖИНСКА НИЖЕГОРОДСКОЙ ОБЛ;;522-009;6985;2593595355203376317
2355;ОМ 2 УВД ГОРОДА ДЗЕРЖИНСКА НИЖЕГОРОДСКОЙ ОБЛ;;522-010;6986;2593589589427885531
2356;ОМ 3 УВД ГОРОДА ДЗЕРЖИНСКА НИЖЕГОРОДСКОЙ ОБЛ;;522-011;6987;2593595333359441057
2357;УВД ГОРОДА АРЗАМАСА НИЖЕГОРОДСКОЙ ОБЛ;;522-012;6988;2593589571232994754
2358;ОВД ГОРОДА БАЛАХНЫ НИЖЕГОРОДСКОЙ ОБЛ;;522-013;6989;2593589577792886219
2359;ОВД ГОРОДА БОГОРОДСКА НИЖЕГОРОДСКОЙ ОБЛ;;522-014;6990;2593589656746464823
2360;УВД ГОРОДА БОРА НИЖЕГОРОДСКОЙ ОБЛ;;522-015;6991;2593589567349069244
2361;ОВД ГОРОДА ВЫКСЫ НИЖЕГОРОДСКОЙ ОБЛ;;522-016;6992;2593589596507870692
2362;УВД ГОРОДЕЦКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-017;6993;2593589575091754439
2363;УВД КСТОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-018;6994;2593589481793656130
2364;ОВД ГОРОДА КУЛЕБАКИ НИЖЕГОРОДСКОЙ ОБЛ;;522-019;6995;2593595322143872147
2365;ОВД ГОРОДА ПАВЛОВА НИЖЕГОРОДСКОЙ ОБЛ;;522-020;6996;2593589657467885112
2366;ОВД АРДАТОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-021;6997;2593595326354953368
2367;ОВД АРЗАМАССКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-022;6998;2593589583010600402
2368;ОВД БОЛЬШЕБОЛДИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-023;6999;2593595349985662134
2369;ОВД БУТУРЛИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-025;7001;2593589581601314256
2370;ОВД ВАДСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-026;7002;2593595364489565385
2371;ОВД ВАРНАВИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-027;7003;2593595335725028516
2372;ОВД ВАЧСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-028;7004;2593589566736700859
2373;ОВД ВЕТЛУЖСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-029;7005;2593593552944502680
2374;ОВД ВОЗНЕСЕНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-030;7006;2593589701105423990
2375;ОВД ВОЛОДАРСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-031;7007;2593590401042487000
2376;ОВД ВОРОТЫНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-032;7008;2593589592087074270
2377;ОВД ВОСКРЕСЕНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-033;7009;2593589582280791505
2378;ОВД ГАГИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-034;7010;2593589568640914878
2379;ОВД ДАЛЬНЕКОНСТАНТИНОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-035;7011;2593589567969826237
2380;ОВД ДИВЕЕВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-036;7012;2593589595836782051
2381;ОВД КНЯГИНИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-037;7013;2593589573414032837
2382;ОВД КОВЕРНИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-038;7014;2593590401680021209
2383;ОВД КРАСНОБАКОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-039;7015;2593589569924371904
2384;ОВД КРАСНООКТЯБРЬСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-040;7016;2593595329676842140
2385;ОВД ЛЫСКОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-042;7018;2593589580829562319
2386;ОВД НАВАШИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-043;7019;2593589586609313239
2387;ОВД ПЕРВОМАЙСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-044;7020;2593593540151875462
2388;ОВД ПЕРЕВОЗСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-045;7021;2593581398363215035
2389;ОВД ПИЛЬНИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-046;7022;2593589569270060479
2390;ОВД ПОЧИНКОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-047;7023;2593589585124529621
2391;ОВД СЕМЕНОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-048;7024;2593589574210950598
2392;ОВД СЕРГАЧСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-049;7025;2593589584419886548
2393;ОВД СЕЧЕНОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-050;7026;2593589566006891962
2394;ОВД СОСНОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-051;7027;2593582221294048428
2395;ОВД СПАССКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-052;7028;2593589562383013301
2396;ОВД ТОНКИНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-053;7029;2593589585913058774
2397;ОВД ТОНШАЕВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-054;7030;2593589583715243475
2398;ОВД УРЕНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-055;7031;2593589579235726797
2399;ОВД ЧКАЛОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-056;7032;2593589593588635104
2400;ОВД ШАРАНГСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-057;7033;2593589564664714680
2401;ОВД ШАТКОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-058;7034;2593589570545128897
2402;ОВД ШАХУНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-059;7035;2593589587221681624
2403;ОВД СОКОЛЬСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;522-060;7036;2593589587850827225
2404;УВД ГОРОДА САРОВ НИЖЕГОРОДСКОЙ ОБЛ;;522-061;7037;2593589577004357066
2405;ЗАВОЛЖСКИЙ ОМ УВД ГОРОДЕЦКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-001;7038;2593589533006108043
2406;ГОРБАТОВСКИЙ ОМ ОВД ГОРОДА ПАВЛОВА НИЖЕГОРОДСКОЙ ОБЛ;;523-002;7039;2593589565319026105
2407;ВОРСМЕНСКИЙ ОМ ОВД ГОРОДА ПАВЛОВА НИЖЕГОРОДСКОЙ ОБЛ;;523-003;7040;2593595331849491615
2408;МУХТОЛОВСКИЙ ОМ ОВД АРДАТОВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-004;7041;2593593553607202713
2409;КАЛИНИНСКИЙ ОМ ОВД ВЕТЛУЖСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-005;7042;2593590354838034073
2410;ПИЖМЕНСКИЙ ОМ ОВД ТОНШАЕВСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-006;7043;2593589578472363468
2411;ВАХТАНСКИЙ ОМ ОВД ШАХУНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-007;7044;2593589563867796919
2412;СЯВСКИЙ ОМ ОВД ШАХУНСКОГО РНА НИЖЕГОРОДСКОЙ ОБЛ;;523-008;7045;2593589588513527258
2413;ПРАВДИНСКИЙ ОМ ОВД ГОРОДА БАЛАХНЫ НИЖЕГОРОДСКОЙ ОБЛ;;523-009;7046;2593590402309166810
2414;ОМ ПГТ ДАЛЬНЕЕ КОНСТАНТИНОВО5 НИЖЕГОРОДСКОЙ ОБЛ;;523-010;7047;2593595337209812134
2415;УВД Г ДЗЕРЖИНСКА НИЖЕГОРОДСКОЙ ОБЛ;;523-011;7048;2593581456622097677
2416;УВД НОВГОРОДСКОЙ ОБЛ;;531-001;7072;2593586726303700936
2417;УВД ВЕЛИКОГО НОВГОРОДА;;532-001;7073;2593587854370149738
2418;БОРОВИЧСКИЙ ГОРОДСКОЙ ОВД НОВГОРОДСКОЙ ОБЛ;;532-003;7074;2593587855401948523
2419;СТАРОРУССКИЙ ГОРОДСКОЙ ОВД НОВГОРОДСКОЙ ОБЛ;;532-004;7075;2593586986384102685
2420;ОВД БАТЕЦКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-005;7076;2593587860409947505
2421;ОВД ВАЛДАЙСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-006;7077;2593587579542574110
2422;ОВД ВОЛОТОВСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-007;7078;2593586918973248708
2423;ОВД ДЕМЯНСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-008;7079;2593586650688788323
2424;ОВД КРЕСТЕЦКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-009;7080;2593593911842706814
2425;ОВД ЛЮБЫТИНСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-010;7081;2593586990075090210
2426;ОВД МАЛОВИШЕРСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-011;7082;2593587392812160819
2427;ОВД МАРЕВСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-012;7083;2593587220963137106
2428;ОВД МОШЕНСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-013;7084;2593594263132444502
2429;ОВД НОВГОРОДСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-014;7085;2593586903269774512
2430;ОВД ОКУЛОВСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-015;7086;2593588447562175518
2431;ОВД ПАРФИНСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-016;7087;2593594090067072625
2432;ОВД ПЕСТОВСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-017;7088;2593587183155680802
2433;ОВД ПОДДОРСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-018;7089;2593587736761865437
2434;ОВД СОЛЕЦКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-019;7090;2593587121918842321
2435;ОВД ХВОЙНИНСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-020;7091;2593586819140424771
2436;ОВД ХОЛМСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-021;7092;2593587243612378736
2437;ОВД ЧУДОВСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-022;7093;2593587799206663466
2438;ОВД ШИМСКОГО РНА НОВГОРОДСКОЙ ОБЛ;;532-023;7094;2593587799961638187
2439;ГУВД НОВОСИБИРСКОЙ ОБЛ;;541-001;7140;2593587039928587618
2440;УВД ДЗЕРЖИНСКОГО РНА Г НОВОСИБИРСКА;;542-001;7141;2593586630698735430
2441;ОВД ЖЕЛЕЗНОДОРОЖНОГО РНА Г НОВОСИБИРСКА;;542-002;7142;2593587048015205742
2442;ОВД ЗАЕЛЬЦОВСКОГО РНА Г НОВОСИБИРСКА;;542-003;7143;2593587048686294383
2443;УВД КИРОВСКОГО РНА Г НОВОСИБИРСКА;;542-005;7145;2593581627732923898
2444;УВД ЛЕНИНСКОГО РНА Г НОВОСИБИРСКА;;542-006;7146;2593588408848750579
2445;УВД ОКТЯБРЬСКОГО РНА Г НОВОСИБИРСКА;;542-007;7147;2593588409628891124
2446;УВД ЦЕНТРАЛЬНОГО РНА Г ТОЛЬЯТТИ САМАРСКОЙ ОБЛ;;632-004;7934;2593586892054205601
2447;УВД ПРОМЫШЛЕННОГО РНА Г САМАРЫ;;632-005;7935;2593586620263307063
2448;УВД КИРОВСКОГО РАЙОНА Г САМАРЫ;;632-006;7936;2593587441340258160
2449;УВД Г СЫЗРАНИ САМАРСКОЙ ОБЛАСТИ;;632-007;7937;2593579917547410568
2450;ОВД КРАСНОГЛИНСКОГО РНА Г САМАРЫ;;632-008;7938;2593580963749434963
2451;ОВД Г ЖИГУЛЕВСКА САМАРСКОЙ ОБЛ;;632-009;7939;2593588145178023611
2452;ОУФМС РОССИИ ПО САМАРСКОЙ ОБЛ В ОКТЯБРЬСКОМ РНЕ ГСАМАРА;;632-010;7940;
2453;ОВД ЛЕНИНСКОГО РНА Г САМАРЫ;;632-011;7941;2593589706574796414
2454;ОВД ПРИВОЛЖСКОГО РНА САМАРСКОЙ ОБЛ;;632-012;7942;2593579918872810634
2455;ОВД КОШКИНСКОГО РНА САМАРСКОЙ ОБЛ;;632-013;7943;2593586678480246661
2456;ОВД СЫЗРАНСКОГО РНА САМАРСКОЙ ОБЛ;;632-014;7944;2593591820881499756
2457;ОВД КИНЕЛЬЧЕРКАССКОГО РНА САМАРСКОЙ ОБЛ;;632-015;7945;2593599148590634327
2458;ОВД ЧЕЛНОВЕРШИНСКОГО РНА САМАРСКОЙ ОБЛ;;632-016;7946;2593589704939017852
2459;ОВД НЕФТЕГОРСКОГО РНА САМАРСКОЙ ОБЛ;;632-017;7947;2593588147132569277
2460;ОВД Г НОВОКУЙБЫШЕВСКА САМАРСКОЙ ОБЛ;;632-018;7948;2593589705744324221
2461;ОВД Г ОКТЯБРЬСКА САМАРСКОЙ ОБЛ;;632-019;7949;2593594194949838584
2462;ОВД БОЛЬШЕЧЕРНИГОВСКОГО РНА САМАРСКОЙ ОБЛ;;632-020;7950;2593586998648247597
2463;ОВД Г ПОХВИСТНЕВО САМАРСКОЙ ОБЛ;;632-021;7951;2593588150202799809
2464;ОВД БОЛЬШЕГЛУШИЦКОГО РНА САМАРСКОЙ ОБЛ;;632-022;7952;2593587838373074263
2465;ОВД БЕЗЕНЧУКСКОГО РНА САМАРСКОЙ ОБЛ;;632-023;7953;2593595832464840385
2466;ОВД АЛЕКСЕЕВСКОГО РНА САМАРСКОЙ ОБЛ;;632-024;7954;2593586903949251761
2467;ТП УФМС РОССИИ ПО САМАРСКОЙ ОБЛ В БОРСКОМ РНЕ;;632-025;7955;
2468;ОВД КАМЫШЛИНСКОГО РНА САМАРСКОЙ ОБЛ;;632-026;7956;2593579922815456400
2469;ОВД СТАВРОПОЛЬСКОГО РНА САМАРСКОЙ ОБЛ;;632-027;7957;2593590551601223588
