id;name_ru;name_en;regula_code;elpost_code;epgu_code
4356;Отдел УФМС России по Иркутской обл. в г. Усть-Куте;nan;380-030;128602;
4357;ТП в селе Угра МО УФМС России по Смоленской обл. в г. Вязьма;nan;670-025;128603;
4358;2 ОМ Заиграевского ОВД Республики Бурятия;nan;033-019;128604;
4359;ТП в р.п. Пителино межрайонного отделения УФМС России по Рязанской обл. в г. Сасово;nan;620-010;128605;
7799;МРО УФМС РОССИИ ПО ВЛАДИМИРСКОЙ ОБЛ. В Г. ВЛАДИМИРЕ;nan;330-040;127564;
4360;Отдел УФМС России по Свердловской обл. в г. Ивделе;nan;660-109;128606;
4361;Отдел УФМС России по Свердловской обл. в г. Карпинске;nan;660-110;128607;
4362;Отдел УФМС России по Республике Мордовия в г. Темников;nan;130-021;128608;
4363;Отдел УФМС России по Республике Мордовия в с. Кемля;nan;130-013;128609;
4364;ОУФМС РФ ПО РО В ПЕРВОМАЙСКОМ Р-НЕ Г. РОСТОВА-НА-ДОНУ;nan;610-014;113609;
4365;ОУФМС РФ ПО РО В ПРОЛЕТАРСКОМ Р-НЕ Г.РОСТОВА-НА-ДОНУ;nan;610-015;113610;
4366;ТП УФМС России по Республике Мордовия в п. Ромоданово;nan;130-018;128610;
4367;ОТДЕЛ УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В СОВЕТСКОМ Р-НЕ Г. РОСТОВА-НА-ДОНУ;nan;610-016;113611;
4368;УФМС РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ;nan;670-101;113480;
4369;ОВД МЕЗЕНСКОГО Р-НА АРХАНГЕЛЬСКОЙ ОБЛ.;nan;292-019;4903;
4370;ОВД ХОЛМОГОРСКОГО Р-НА АРХАНГЕЛЬСКОЙ ОБЛ.;nan;292-028;4912;
4371;КИКВИДЗЕНСКИЙ РОВД ВОЛГОГРАДСКОЙ ОБЛ.;nan;342-021;5294;
4372;НОВОАННИНСКИЙ РОВД ВОЛГОГРАДСКОЙ ОБЛ.;nan;342-030;5303;
4373;СТАРОПОЛТАВСКИЙ РОВД ВОЛГОГРАДСКОЙ ОБЛ.;nan;342-039;5312;
4374;ОТДЕЛ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В Г. БУЗУЛУКЕ;nan;560-011;113494;
4375;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В Г. МЕДНОГОРСКЕ;nan;560-012;113495;
4376;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В АБДУЛИНСКОМ Р-НЕ;nan;560-013;113496;
4377;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В АКБУЛАКСКОМ Р-НЕ;nan;560-028;113497;
4378;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В Г. ГАЕ И ГАЙСКОМ Р-НЕ;nan;560-014;113498;
4379;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В Г. МЕДНОГОРСКЕ;nan;560-012;113499;
4380;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В ДОМБАРОВСКОМ Р-НЕ;nan;560-015;113500;
4381;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В ИЛЕКСКОМ Р-НЕ;nan;560-033;113501;
7146;ТП УФМС РОССИИ ПО УЛЬЯНОВСКОЙ ОБЛАСТИ В СЕНГИЛЕЕВСКОМ РАЙОНЕ;nan;730-018;115822;
4382;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ В КУВАНДЫКСКОМ Р-НЕ;nan;560-016;113502;
4383;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В НОВООРСКОМ Р-НЕ;nan;560-017;113503;
4384;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В НОВОСЕРГИЕВСКОМ Р-НЕ;nan;560-018;113504;
4626;ТЕРРИТОРИАЛЬНОЕ ОТДЕЛЕНИЕ В Г. БИЙСКЕ МЕЖРАЙОННОГО ОТДЕЛА №2 УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ;nan;220-010;127616;
4386;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ Р-НЕ;nan;560-020;113506;
4387;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В ПЕРЕВОЛОЦКОМ Р-НЕ;nan;560-021;113507;
4388;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В САРАКТАШСКОМ Р-НЕ;nan;560-022;113508;
4389;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В СОЛЬ-ИЛЕЦКОМ Р-НЕ;nan;560-023;113509;
4391;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ В ТАШЛИНСКОМ Р-НЕ;nan;560-025;113511;
4393;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В АДАМОВСКОМ Р-НЕ;nan;560-027;113513;
4394;ТП УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В АЛЕКСАНДРОВСКОМ Р-НЕ;nan;560-029;113514;
4395;ТП УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ В АСЕКЕЕВСКОМ Р-НЕ;nan;560-030;113515;
4396;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛ. В БЕЛЯЕВСКОМ Р-НЕ;nan;560-031;113516;
4398;ОВД ГЛУШКОВСКОГО Р-НА КУРСКОЙ ОБЛ.;nan;462-004;6196;
4399;"ОВД ""ЮБИЛЕЙНЫЙ-БОЛШЕВО"" УВД Г. КОРОЛЁВ МОСКОВСКОЙ ОБЛ.";nan;502-009;6600;
4402;УВД КАЛИНИНГРАДСКОЙ ОБЛ.;nan;391-001;6014;
4403;ОВД Г. ГУСЕВА КАЛИНИНГРАДСКОЙ ОБЛ.;nan;392-010;6024;
4404;ОВД ЧЕРНЯХОВСКОГО Р-НА КАЛИНИНГРАДСКОЙ ОБЛ.;nan;392-023;6037;
4405;ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГОРОДА НЕРЕХТЫ И НЕРЕХТСКОГО РАЙОНА КОСТРОМСКОЙ ОБЛАСТИ;nan;442-017;6085;
4406;ОВД КУРТАМЫШСКОГО Р-НА КУРГАНСКОЙ ОБЛ.;nan;452-008;6134;
4407;ОВД ЩУЧАНСКОГО Р-НА КУРГАНСКОЙ ОБЛ.;nan;452-025;6151;
4408;СЛАНЦЕВСКИЙ ОВД ЛЕНИНГРАДСКОЙ ОБЛ.;nan;472-016;6301;
4409;ОВД НИЖНЕОМСКОГО Р-НА ОМСКОЙ ОБЛ.;nan;552-022;7246;
4410;ОВД Г. ПОЛЯРНЫЙ МУРМАНСКОЙ ОБЛ.;nan;512-020;6911;
4411;УВД СОРМОВСКОГО Р-НА ГОРОДА НИЖНЕГО НОВГОРОДА;nan;522-008;6984;
4412;ОВД БОЛЬШЕМУРАШКИНСКОГО Р-НА НИЖЕГОРОДСКОЙ ОБЛ.;nan;522-024;7000;
4413;ОВД ЛУКОЯНОВСКОГО Р-НА НИЖЕГОРОДСКОЙ ОБЛ.;nan;522-041;7017;
4414;ОВД КАЛИНИНСКОГО Р-НА Г. НОВОСИБИРСКА;nan;542-004;7144;
4416;ОУФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ВАРНЕНСКОМ Р-НЕ;nan;740-008;114227;
4417;Территориальный пункт в пос. Кувшиново отделения УФМС России по Тверской области в Торжокском районе;nan;690-020;128661;
4418;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ В КАСИМОВСКОМ РАЙОНЕ;nan;620-004;113779;
4419;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ В КЛЕПИКОВСКОМ РАЙОНЕ;nan;620-005;113780;
4420;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ В КОРАБЛИНСКОМ РАЙОНЕ;nan;620-006;113781;
4421;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ В Р.П.МИЛОСЛАВСКОЕ МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ В Г.СКОПИНЕ;nan;620-007;113782;
4422;ТЕРРИТОРИАЛЬНОЕ ОТДЕЛЕНИЕ В Г.МИХАЙЛОВЕ МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО РЯЗАНСКОЙ ОБЛАСТИ В Г.СКОПИНЕ;nan;620-008;113783;
7207;ОВД Г. ДЯТЬКОВО И ДЯТЬКОВСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-010;127654;
4423;ОВД НАВЛИНСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-021;127665;
4424;ОВД Г. НОВОЗЫБКОВА И НОВОЗЫБКОВСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-022;127666;
4425;ОВД ПОГАРСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-023;127667;
4426;ОВД ПОЧЕПСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-024;127668;
4427;ОВД РОГНЕДИНСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-025;127669;
7213;ОВД КЛИМОВСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-016;127660;
4428;ОВД СЕВСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-026;127670;
4429;ОУФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ЛЕНИНСКОМ Р-НЕ Г. ПЕНЗЫ;nan;580-001;113802;
4430;ОТДЕЛ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ОКТЯБРЬСКОМ Р-НЕ;nan;580-002;113803;
4431;ОУФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ Р-НЕ Г. ПЕНЗЫ;nan;580-003;113804;
4432;ОТДЕЛ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ЖЕЛЕЗНОДОРОЖНОМ Р-НЕ Г. ПЕНЗЫ;nan;580-004;113805;
4433;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В КАМЕНСКОМ Р-НЕ;nan;580-005;113806;
4435;ОТДЕЛ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В Г. ЗАРЕЧНОМ;nan;580-007;113808;
4436;МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В Г. НИЖНИЙ ЛОМОВ;nan;580-008;113809;
4437;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В СЕРДОБСКОМ Р-НЕ;nan;580-009;113810;
4438;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В БАШМАКОВСКОМ Р-НЕ;nan;580-010;113811;
4439;ТП №4 МОУФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В Г.НИЖНИЙ ЛОМОВ С МЕСТОМ ДИСЛОКАЦИИ В Г.СПАССК;nan;580-011;113812;
4440;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В БЕКОВСКОМ Р-НЕ;nan;580-012;113813;
4441;ОВД МГЛИНСКОГО Р-НА БРЯНСКОЙ ОБЛ.;nan;322-020;127664;
4442;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В БЕЛИНСКОМ Р-НЕ;nan;580-013;113814;
4443;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В БЕССОНОВСКОМ Р-НЕ;nan;580-014;113815;
4615;ТП УФМС России по Брянской области в пос. Климово;nan;320-016;127686;
4444;ТП №1 МО УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В Г. Н-ЛОМОВЕ (С МЕСТОМ ДИСЛОКАЦИИ В С. ВАДИНСК);nan;580-015;113816;
4445;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ГОРОДИЩЕНСКОМ Р-НЕ;nan;580-016;113817;
4446;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ЗЕМЕТЧИНСКОМ Р-НЕ;nan;580-017;113818;
4447;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В ИССИНСКОМ Р-НЕ;nan;580-018;113819;
4448;ТП УФМС РОССИИ ПО ПЕНЗЕНСКОЙ ОБЛ. В КАМЕШКИРСКОМ Р-НЕ;nan;580-019;113820;
4449;ОВД Г. СЕЛЬЦО БРЯНСКОЙ ОБЛ.;nan;322-027;127671;
4450;ТП №2 в гор. Мглин МО УФМС России по Брянской обл. в г. Стародуб;nan;320-020;127689;
4451;ТП УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В ПГТ. НАВЛЯ;nan;320-021;127690;
4452;ОТДЕЛЕНИЕ УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. НОВОЗЫБКОВЕ;nan;320-022;127691;
4453;ТП №2 (С МЕСТОМ ДИСЛОКАЦИИ В ПГТ. ПОГАР) МО УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. ТРУБЧЕВСК;nan;320-023;127692;
4454;ТП №1 (С МЕСТОМ ДИСЛОКАЦИИ В Г. ПОЧЕП) МО УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. ТРУБЧЕВСК;nan;320-024;127693;
4455;ТП УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. СЕВСК;nan;320-026;127694;
4456;ТП №3 (С МЕСТОМ ДИСЛОКАЦИИ В Г. СЕЛЬЦО) МО УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. БРЯНСКЕ;nan;320-027;127695;
4457;МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. СТАРОДУБ;nan;320-028;127696;
4458;ТП УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В ПГТ. СУЗЕМКА;nan;320-029;127697;
4459;ТП №1 (С МЕСТОМ ДИСЛОКАЦИИ В Г. СУРАЖ) МО УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. СТАРОДУБ;nan;320-030;127698;
4460;МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. ТРУБЧЕВСК;nan;320-031;127699;
4461;Отделение в г. Унеча МО УФМС России по Брянской обл. в г. Стародуб;nan;320-032;127700;
4462;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В П. ШАМХАЛ;nan;050-055;127701;
4463;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В КИЗЛЯРСКОМ Р-НЕ;nan;050-053;127702;
4464;ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В ХАСАВЮРТОВСКОМ Р-НЕ;nan;050-054;127703;
4465;ОТДЕЛ АДРЕСНО-СПРАВОЧНОЙ РАБОТЫ УФМС РФ ПО РЕСПУБЛИКЕ ДАГЕСТАН;nan;050-001;127704;
4466;ОТДЕЛ ОФОРМЛЕНИЯ ЗАГРАНИЧНЫХ ПАСПОРТОВ;nan;050-001;127705;
4467;ОТДЕЛ ОФОРМЛЕНИЯ ВИЗ, ПРИГЛАШЕНИЙ И РЕГИСТРАЦИИ ИНОСТРАННЫХ ГРАЖДАН;nan;050-001;127706;
4468;ОТДЕЛ ИММИГРАЦИОННОГО КОНТРОЛЯ;nan;050-001;127707;
4469;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ;nan;050-001;127708;
4470;ОТДЕЛ ПО ВОПРОСАМ ВЫНУЖДЕННЫХ ПЕРЕСЕЛЕНЦЕВ И БЕЖЕНЦЕВ;nan;050-001;127709;
4471;ОТДЕЛ ПО ВОПРОСАМ ГРАЖДАНСТВА, ОФОРМЛЕНИЯ РАЗРЕШЕНИЙ НА ВРЕМЕННОЕ ПРОЖИВАНИЕ И ВИДОВ НА ЖИТЕЛЬСТВО;nan;050-001;127710;
4472;ОТДЕЛ ОБЕСПЕЧЕНИЯ ПАСПОРТНОЙ И РЕГИСТРАЦИОННОЙ РАБОТЫ;nan;050-001;127711;
4473;НИКОЛАЕВСКОЕ ОМ СМИДОВИЧСКОГО РОВД ЕВРЕЙСКОЙ АО;nan;793-002;127712;
4474;БИРСКОЕ ОМ ОБЛУЧЕНСКОГО РОВД ЕВРЕЙСКОЙ АО;nan;793-005;127713;
4475;ИЗВЕСТКОВСКОЕ ОМ ОБЛУЧЕНСКОГО РОВД ЕВРЕЙСКОЙ АО;nan;793-007;127714;
4476;ОТДЕЛЕНИЕ ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В Г. БИРОБИДЖАН;nan;790-002;127715;
4477;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В Г. ОБЛУЧЬЕ;nan;790-008;127716;
4478;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ПГТ ИЗВЕСТКОВЫЙ;nan;790-010;127717;
4479;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ПГТ НИКОЛАЕВКА;nan;790-007;127718;
4480;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В П. ПТИЧНИК;nan;790-003;127719;
4481;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В БИРОБИДЖАНСКОМ Р-НЕ;nan;790-003;127720;
4482;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ПГТ БИРА;nan;790-011;127721;
4483;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ПГТ АМУРЗЕТ;nan;790-012;127722;
4488;СВИРСКОЕ ГОМ ЧЕРЕМХОВСКОГО ГОВД ИРКУТСКОЙ ОБЛ.;nan;383-002;127727;
4492;АРТЕМОВСКОЕ ПОМ БОДАЙБИНСКОГО ГОВД ИРКУТСКОЙ ОБЛ.;nan;383-007;127731;
4484;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ОКТЯБРЬСКОМ Р-НЕ;nan;790-012;127723;
4485;ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В С. ЛЕНИНСКОЕ;nan;790-004;127724;
4486;ОТДЕЛЕНИЕ ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛ. В ЛЕНИНСКОМ Р-НЕ;nan;790-004;127725;
4487;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ В МОГОЧИНСКОМ Р-НЕ;nan;750-041;127726;
4489;ОТДЕЛЕНИЕ МИЛИЦИИ 4 Г. БРАТСКА ИРКУТСКОЙ ОБЛ.;nan;383-004;127728;
4490;МИХАЙЛОВСКОЕ ПОМ ЧЕРЕМХОВСКОГО ГОВД ИРКУТСКОЙ ОБЛ.;nan;383-005;127729;
4491;НОВОИГИРМИНСКОЕ ПОМ НИЖНЕИЛИМСКОГО РОВД ИРКУТСКОЙ ОБЛ.;nan;383-006;127730;
4493;ПОКОСИНСКОЕ ПОМ БРАТСКОГО РОВД ИРКУТСКОЙ ОБЛ.;nan;383-008;127732;
4494;БИРЮСИНСКОЕ ПОМ ТАЙШЕТСКОГО ГОВД ИРКУТСКОЙ ОБЛ.;nan;383-009;127733;
4495;УЛЬКАНСКОЕ ПОМ КАЗИЧИНСКО-ЛЕНСКОГО РОВД ИРКУТСКОЙ ОБЛ.;nan;383-010;127734;
4496;АЛЗАМАЙСКОЕ ГОМ НИЖНЕУДИНСКОГО ГОВД ИРКУТСКОЙ ОБЛ.;nan;383-011;127735;
4497;ВИХОРЕВСКОЕ ГОМ БРАТСКОГО РОВД ИРКУТСКОЙ ОБЛ.;nan;383-013;127736;
4498;3 ОТДЕЛЕНИЕ МИЛИЦИИ УСОЛЬЕ-СИБИРСКОГО Р-НА ИРКУТСКОЙ ОБЛ.;nan;383-014;127737;
4499;12 ОТДЕЛЕНИЕ МИЛИЦИИ КИРОВСКОГО РОВД Г. ИРКУТСКА;nan;383-015;127738;
4500;ОТДЕЛЕНИЕ МИЛИЦИИ ГОРОДА ИРКУТСК-35 ИРКУТСКОЙ ОБЛ.;nan;383-016;127739;
4501;ОТДЕЛ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛ. В ТУЛУНСКОМ Р-НЕ;nan;380-029;127740;
4502;ОТДЕЛ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛ. В ТУЛУНСКОМ Р-НЕ;nan;380-021;127741;
4503;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В КАЛЕВАЛЬСКОМ Р-НЕ;nan;100-004;127742;
4504;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В МУЕЗЕРСКОМ Р-НЕ;nan;100-011;127743;
4505;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ПРИОНЕЖСКОМ Р-НЕ;nan;100-014;127744;
4506;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. КОСТОМУКША;nan;100-007;127745;
4507;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. СОРТАВАЛА;nan;100-018;127746;
4508;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В КОНДОПОЖСКОМ Р-НЕ;nan;100-006;127747;
4509;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В МЕДВЕЖЬЕГОРСКОМ Р-НЕ;nan;100-010;127748;
4510;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ПИТКЯРАНТСКОМ Р-НЕ;nan;100-013;127749;
4511;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В СЕГЕЖСКОМ Р-НЕ;nan;100-017;127750;
4513;МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. АКСАЕ;nan;610-018;113613;
4514;ОТДЕЛЕНИЕ ПО БАГАЕВСКОМУ РАЙОНУ МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. СЕМИКАРАКОРСКЕ;nan;610-019;113614;
4515;ОУФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. БАТАЙСКЕ;nan;610-020;113615;
4516;ОУФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. БЕЛАЯ КАЛИТВА;nan;610-021;113616;
4517;ТП В СТ. БОКОВСКАЯ МО УФМС РФ ПО РО В СЛ. КАШАРЫ;nan;610-022;113617;
4518;ОТДЕЛЕНИЕ В ПОС.ВЕСЁЛЫЙ МО УФМС РФ ПО РО В Г.СЕМИКАРАКОРСКЕ;nan;610-023;113618;
4519;ТП В СТ.КАЗАНСКАЯ ВЕРХНЕДОНСКОГО Р-НА МЕЖРАЙОННОГО ОТДЕЛЕНИЯ УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В П. ЧЕРТКОВО;nan;610-024;113619;
4520;МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В СТ. РОМАНОВСКАЯ;nan;610-025;113620;
4521;МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. ГУКОВО;nan;610-026;113621;
4522;МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г.ДОНЕЦКЕ;nan;610-027;113622;
4523;ТП С. ДУБОВСКОЕ МО УФМС РОССИИ ПО РО В П. ЗИМОВНИКИ;nan;610-028;113623;
4524;ОТДЕЛЕНИЕ В СТ.ЕГОРЛЫКСКОЙ МО УФМС РОССИИ ПО РО В Г.ЗЕРНОГРАДЕ;nan;610-029;113624;
4525;ТП В С.ЗАВЕТНОЕ МО УФМС РФ ПО РО В П. ЗИМОВНИКИ;nan;610-030;113625;
4526;ТП В Г. ЗВЕРЕВО МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г.ГУКОВО;nan;610-031;113626;
4527;МО УФМС РОССИИ ПО РО В Г.ЗЕРНОГРАДЕ;nan;610-032;113627;
4528;МО УФМС РОССИ ПО РОСТОВСКОЙ ОБЛ. В П. ЗИМОВНИКИ;nan;610-033;113628;
4529;ТП СТ. КАГАЛЬНИЦКАЯ МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. БАТАЙСКЕ;nan;610-034;113629;
4530;ОУФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. КАМЕНСК-ШАХТИНСКИЙ;nan;610-035;113630;
4531;ОТД. В Х. СТАРАЯ СТАНИЦА МО УФМС РОССИИ ПО РО В. Г. ДОНЕЦКЕ;nan;610-036;113631;
4532;МО УФМС РФ ПО РО В СЛ. КАШАРЫ;nan;610-037;113632;
4533;ОТД. В Г. КОНСТАНТИНОВСКЕ МО УФМС РФ ПО РО В Р.П. УСТЬ-ДОНЕЦКИЙ;nan;610-038;113633;
4534;ОУФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В Г. КРАСНЫЙ СУЛИН;nan;610-039;113634;
4535;ТП С. КУЙБЫШЕВО МО УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ. В П. МАТВЕЕВО-КУРГАН;nan;610-040;113635;
4536;ОТД. В СЛ. Б-МАРТЫНОВКА МО УФМС РФ ПО РО В Р.П. УСТЬ-ДОНЕЦКИ;nan;610-041;113636;
4537;Отдел УФМС России по Республике Мордовия в г. Рузаевка;nan;130-019;128611;
4538;ТП УФМС России по Республике Мордовия в Кадошкинском р-не;nan;130-025;128612;
4539;ТП №2 МО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ В ГОРОДСКОМ ПОСЕЛЕНИИ ЩЕЛКОВО;nan;500-185;113655;
4540;ОТДЕЛ УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ В ГОРОДСКОМ ОКРУГЕ ЭЛЕКТРОСТАЛЬ;nan;500-186;113656;
5238;ТП В Г. МАРИИНСКИЙ-ПОСАД МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО ЧУВАШСКОЙ РЕСПУБЛИКЕ В Г. ЦИВИЛЬСК;nan;210-012;127794;
