id;name_ru;name_en;regula_code;elpost_code;epgu_code
8842;ТП ОФМС РОССИИ ПО ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ В ЧУКОТСКОМ МУНИЦИПАЛЬНОМ РНЕ;;870-008;125588;
8915;ОВД БУЙНАКСКОГО РНА РЕСПУБЛИКИ ДАГЕСТАН;;052-051;3398;
9097;ТП 1 Г ОДИНЦОВО МОСКОВСКОЙ ОБЛАСТИ;;500-103;128143;
9098;ОМ ГОР ЕНИСЕЙСК4 КРАСНОЯРСКОГО КРАЯ;;243-013;128144;
9134;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ОМСКОЙ ОБЛ В РУССКОПОЛЯНСКОМ РНЕ;;550-030;125977;
9254;УФМС ПО СПЕТЕРБУРГУ И ЛЕНОБЛ;;780-086;124415;
9491;ОТДЕЛ УФМС РОССИИ ПО Г МОСКВЕ ПО РАЙОНУ ОБРУЧЕВСКИЙ;;770-120;128803;
9527;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ГОРОДЕ КОТЕЛЬНИЧЕ;;430-013;121272;
9528;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ПОСЕЛКЕ КУМЕНЫ;;430-014;121273;
9594;УВД ЦЕНТРАЛЬНОГО РНА Г ВОЛГОГРАДА;;342-008;127823;
13158;ОТДЕЛ ОФОРМЛЕНИЯ ЗАГРАНИЧНЫХ ПАСПОРТОВ УФМС РОССИИ ПО САНКТПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ;;780-086;127863;
13159;ОТДЕЛ ОБЕСПЕЧЕНИЯ ПАСПОРТНОЙ И РЕГИСТРАЦИОННОЙ РАБОТЫ УФМС РОССИИ ПО САНКТПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ;;780-086;127864;
13160;ОТДЕЛ ОФОРМЛЕНИЯ РАЗРЕШЕНИЙ НА ВРЕМЕННОЕ ПРОЖИВАНИЕ И ВИДОВ НА ЖИТЕЛЬСТВО УФМС РОССИИ ПО САНКТПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ;;780-086;127867;
13218;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО РЕСПУБЛИКЕ КРЫМ В КРАСНОПЕРЕКОПСКОМ РАЙОНЕ;;910-019;129418;
13313;ОТДЕЛ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г РУБЦОВСКЕ;;220-044;129596;
13314;ОТДЕЛ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г РУБЦОВСКЕ;;220-044;129597;
13315;ОТДЕЛ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г РУБЦОВСКЕ;;220-044;129598;
13512;УФМС РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ И КАРАЧАЕВОЧЕРКЕССКОЙ РЕСПУБЛИКЕ;;260-001;129809;
